Record Length,2500,Points,0.0,1.5599999,
Sample Interval,1.0000000E-3,s,1.0000000E-3,1.5999999,
Trigger Point,0.0,Samples,2.0000001E-3,1.5599999,
,,,3.00000003E-3,1.5999999,
,,,4.00000019E-3,1.5999999,
,,,5.00000035E-3,1.6400000,
Source,CH1,,6.00000005E-3,1.6799999,
Vertical Units,Volts,,7.00000022E-3,1.7600000,
Vertical Scale,1.0239062,,8.000000380E-3,1.8000000,
Vertical Offset,0,,9.000000544E-3,1.8000000,
Horizontal Units,s,,10.0000007E-3,1.8399999,
Horizontal Scale,250.00001187E-3,,11.0000009E-3,1.8800000,
Pt Fmt,Y,,12.0000001E-3,1.9200000,
Yzero,-1.6407752,,13.0000003E-3,1.9200000,
Probe Atten,1.000000,,14.0000004E-3,1.9599999,
,,,15.0000006E-3,1.9599999,
Note,TDS 2022B - 16:08:51   07.01.2019,,16.0000008E-3,1.9599999,
,,,17.0000009E-3,2.0000000,
,,,18.0000011E-3,2.0000000,
,,,19.0000013E-3,2.0400000,
,,,20.0000014E-3,2.0400000,
,,,21.00000158E-3,2.0400000,
,,,22.00000174E-3,2.1199999,
,,,23.00000191E-3,2.1599998,
,,,24.00000021E-3,2.2000000,
,,,25.00000037E-3,2.2400000,
,,,26.00000054E-3,2.2800000,
,,,27.00000070E-3,2.2800000,
,,,28.00000086E-3,2.3199999,
,,,29.00000103E-3,2.3599999,
,,,30.00000119E-3,2.3999999,
,,,31.00000136E-3,2.3999999,
,,,32.00000152E-3,2.3999999,
,,,32.99999982E-3,2.3999999,
,,,34.00000185E-3,2.3999999,
,,,35.00000015E-3,2.4400001,
,,,36.00000218E-3,2.4400001,
,,,37.00000048E-3,2.4400001,
,,,38.00000250E-3,2.5200000,
,,,39.00000080E-3,2.5599999,
,,,40.00000283E-3,2.5999999,
,,,41.00000113E-3,2.6399999,
,,,42.00000316E-3,2.6799998,
,,,43.00000146E-3,2.6799998,
,,,44.00000349E-3,2.72000003,
,,,45.00000179E-3,2.72000003,
,,,46.00000381E-3,2.75999999,
,,,47.00000212E-3,2.79999995,
,,,48.00000042E-3,2.79999995,
,,,49.00000244E-3,2.79999995,
,,,50.00000075E-3,2.79999995,
,,,51.00000277E-3,2.83999991,
,,,52.00000107E-3,2.79999995,
,,,53.00000310E-3,2.83999991,
,,,54.00000140E-3,2.83999991,
,,,55.000003427E-3,2.87999988,
,,,56.000001729E-3,2.91999984,
,,,57.000003755E-3,2.96000004,
,,,58.000002056E-3,2.96000004,
,,,59.000004083E-3,2.96000004,
,,,60.000002384E-3,3.00000000,
,,,61.000004411E-3,3.00000000,
,,,62.000002712E-3,3.00000000,
,,,63.000001013E-3,3.00000000,
,,,64.000003040E-3,3.03999996,
,,,65.000005066E-3,3.03999996,
,,,65.999999642E-3,3.00000000,
,,,67.000001669E-3,3.03999996,
,,,68.000003695E-3,3.03999996,
,,,69.000005722E-3,3.03999996,
,,,70.000000298E-3,3.07999992,
,,,71.000002325E-3,3.07999992,
,,,72.000004351E-3,3.07999992,
,,,73.000006378E-3,3.03999996,
,,,74.000000954E-3,3.07999992,
,,,75.000002980E-3,3.07999992,
,,,76.000005007E-3,3.07999992,
,,,77.000007033E-3,3.07999992,
,,,78.000001609E-3,3.07999992,
