Record Length,2500,Points,4.99999997E-9,1.0960000,
Sample Interval,100.0000009E-12,s,5.09999998E-9,1.0879999,
Trigger Point,-49.99999903,Samples,5.19999999E-9,1.0799999,
,,,5.29999999E-9,1.0799999,
,,,5.40000000E-9,1.0719999,
,,,5.50000001E-9,1.0719999,
Source,CH1,,5.60000002E-9,1.0639999,
Vertical Units,Volts,,5.70000003E-9,1.0559999,
Vertical Scale,204.78123589E-3,,5.80000004E-9,1.0559999,
Vertical Offset,0,,5.90000004E-9,1.0480000,
Horizontal Units,s,,6.00000005E-9,1.0480000,
Horizontal Scale,25.00000033E-9,,6.10000006E-9,1.0400000,
Pt Fmt,Y,,6.20000007E-9,1.0319999,
Yzero,-2.5392950,,6.30000008E-9,1.0319999,
Probe Atten,1.000000,,6.40000009E-9,1.0239999,
,,,6.50000009E-9,1.0159999,
Note,TDS 2022B - 15:41:38   29.10.2018,,6.60000010E-9,999.999940395E-3,
,,,6.70000011E-9,991.999924183E-3,
,,,6.80000012E-9,975.999951363E-3,
,,,6.90000013E-9,967.999935150E-3,
,,,7.00000014E-9,959.999918938E-3,
,,,7.10000014E-9,951.999962330E-3,
,,,7.20000015E-9,943.999946117E-3,
,,,7.30000016E-9,935.999929905E-3,
,,,7.400000168E-9,927.999913692E-3,
,,,7.499999732E-9,919.999957085E-3,
,,,7.599999741E-9,903.999924660E-3,
,,,7.699999749E-9,895.999908447E-3,
,,,7.799999757E-9,879.999935627E-3,
,,,7.899999765E-9,863.999962807E-3,
,,,7.999999774E-9,855.999946594E-3,
,,,8.099999782E-9,839.999914169E-3,
,,,8.199999790E-9,831.999957561E-3,
,,,8.299999799E-9,815.999925137E-3,
,,,8.399999807E-9,799.999952316E-3,
,,,8.499999815E-9,791.999936104E-3,
,,,8.599999823E-9,775.999963284E-3,
,,,8.699999832E-9,759.999930859E-3,
,,,8.799999840E-9,743.999958038E-3,
,,,8.899999848E-9,727.999925613E-3,
,,,8.999999856E-9,719.999969006E-3,
,,,9.099999865E-9,703.999936581E-3,
,,,9.199999873E-9,687.999963760E-3,
,,,9.299999881E-9,671.999931335E-3,
,,,9.399999890E-9,655.999958515E-3,
,,,9.499999898E-9,647.999942303E-3,
,,,9.599999906E-9,631.999969482E-3,
,,,9.699999914E-9,615.999937057E-3,
,,,9.799999923E-9,599.999964237E-3,
,,,9.899999931E-9,583.999931812E-3,
,,,9.999999939E-9,567.999958992E-3,
,,,10.0999999E-9,543.999969959E-3,
,,,10.2000000E-9,527.999937534E-3,
,,,10.3000000E-9,511.999964714E-3,
,,,10.4000000E-9,495.999962091E-3,
,,,10.5000000E-9,479.999959469E-3,
,,,10.6000000E-9,463.999956846E-3,
,,,10.7000000E-9,447.999954224E-3,
,,,10.8000000E-9,431.999981403E-3,
,,,10.9000000E-9,415.999978781E-3,
,,,11.0000000E-9,407.999962568E-3,
,,,11.1000000E-9,391.99995995E-3,
,,,11.2000000E-9,375.99998713E-3,
,,,11.3000000E-9,359.99998450E-3,
,,,11.4000001E-9,343.99998188E-3,
,,,11.5000001E-9,327.99997926E-3,
,,,11.6000001E-9,303.99999022E-3,
,,,11.7000001E-9,287.99998760E-3,
,,,11.8000001E-9,263.99996877E-3,
,,,11.9000001E-9,247.99998105E-3,
,,,12.0000001E-9,231.99997842E-3,
,,,12.1000001E-9,215.99999070E-3,
,,,12.2000001E-9,199.99998808E-3,
,,,12.3000001E-9,183.99998546E-3,
,,,12.4000001E-9,167.99998283E-3,
,,,12.5000001E-9,159.99999642E-3,
,,,12.6000002E-9,143.9999938E-3,
,,,12.7000002E-9,127.9999912E-3,
,,,12.8000002E-9,111.9999886E-3,
,,,12.9000002E-9,95.999993384E-3,
,,,13.0000002E-9,79.999998212E-3,
,,,13.1000002E-9,63.999995589E-3,
,,,13.2000002E-9,47.99999669E-3,
,,,13.3000002E-9,23.99999835E-3,
,,,13.4000002E-9,15.9999989E-3,
,,,13.5000002E-9,0.0,
,,,13.6000002E-9,-15.9999989E-3,
,,,13.7000002E-9,-31.99999779E-3,
,,,13.8000003E-9,-39.99999911E-3,
,,,13.9000003E-9,-55.999994278E-3,
,,,14.0000003E-9,-63.999995589E-3,
,,,14.1000003E-9,-79.999998212E-3,
,,,14.2000003E-9,-95.999993384E-3,
,,,14.3000003E-9,-103.9999947E-3,
,,,14.4000003E-9,-119.9999899E-3,
,,,14.5000003E-9,-127.9999912E-3,
,,,14.6000003E-9,-143.9999938E-3,
,,,14.7000003E-9,-151.99999511E-3,
,,,14.8000003E-9,-159.99999642E-3,
,,,14.9000003E-9,-167.99998283E-3,
,,,14.9999995E-9,-175.99998415E-3,
,,,15.0999995E-9,-183.99998546E-3,
,,,15.1999995E-9,-191.99998677E-3,
,,,15.2999995E-9,-199.99998808E-3,
,,,15.3999995E-9,-207.99998939E-3,
,,,15.4999995E-9,-215.99999070E-3,
,,,15.5999995E-9,-223.99997711E-3,
,,,15.6999995E-9,-231.99997842E-3,
,,,15.7999995E-9,-239.99997973E-3,
,,,15.8999995E-9,-247.99998105E-3,
,,,15.9999995E-9,-255.99998236E-3,
,,,16.0999996E-9,-263.99996877E-3,
,,,16.1999996E-9,-271.99998498E-3,
,,,16.2999996E-9,-279.99997139E-3,
,,,16.3999996E-9,-287.99998760E-3,
,,,16.4999996E-9,-287.99998760E-3,
,,,16.5999996E-9,-295.99997401E-3,
,,,16.6999996E-9,-303.99999022E-3,
,,,16.7999996E-9,-303.99999022E-3,
,,,16.8999996E-9,-311.99997663E-3,
,,,16.9999996E-9,-311.99997663E-3,
,,,17.0999996E-9,-319.99999285E-3,
,,,17.1999996E-9,-327.99997926E-3,
,,,17.2999997E-9,-327.99997926E-3,
,,,17.3999997E-9,-335.99996567E-3,
,,,17.4999997E-9,-335.99996567E-3,
,,,17.5999997E-9,-335.99996567E-3,
,,,17.6999997E-9,-335.99996567E-3,
,,,17.7999997E-9,-335.99996567E-3,
,,,17.8999997E-9,-335.99996567E-3,
,,,17.9999997E-9,-327.99997926E-3,
,,,18.0999997E-9,-327.99997926E-3,
,,,18.1999997E-9,-327.99997926E-3,
,,,18.2999997E-9,-327.99997926E-3,
,,,18.3999997E-9,-327.99997926E-3,
,,,18.4999998E-9,-327.99997926E-3,
,,,18.5999998E-9,-327.99997926E-3,
,,,18.6999998E-9,-327.99997926E-3,
,,,18.7999998E-9,-327.99997926E-3,
